wave,Fobar,oza,ag,aw
862.0,1.00625733333333,0.0049556,0.0,0.602
863.0,1.01491166666667,0.0049204,0.0,0.602
864.0,1.00885088888889,0.0048852,0.0,0.602
865.0,0.973396444444446,0.00485,0.0,0.602
866.0,0.8515120000000049,0.00485,0.0,0.602
867.0,0.9281611235955051,0.00485,0.0,0.602
868.0,0.987689333333333,0.00485,0.0,0.602
869.0,0.968202222222223,0.00485,0.0,0.602
870.0,0.984024444444444,0.00485,0.0,0.602
871.0,0.97112676056338,0.00485,0.0,0.602
872.0,0.953,0.00485,0.0,0.602
873.0,0.9544999999999999,0.00485,0.0,0.602
874.0,0.9560000000000001,0.00485,0.0,0.602
875.0,0.957,0.00485,0.0,0.602
876.0,0.958,0.00485,0.0,0.602
877.0,0.9460000000000001,0.00485,0.0,0.602
878.0,0.9339999999999999,0.00485,0.0,0.602
879.0,0.9345000000000001,0.00485,0.0,0.602
880.0,0.935,0.00485,0.0,0.602
881.0,0.9289999999999999,0.00485,0.0,0.602
882.0,0.9229999999999999,0.00485,0.0,0.602
883.0,0.9299999999999999,0.00485,0.0,0.602
884.0,0.937,0.00485,0.0,0.602
885.0,0.9295,0.00485,0.0,0.602
886.0,0.922,0.00485,0.0,0.602
887.0,0.9229999999999999,0.00485,0.0,0.602
888.0,0.9239999999999999,0.00485,0.0,0.602
889.0,0.922,0.00485,0.0,0.602
890.0,0.9199999999999999,0.00485,0.0,0.602
891.0,0.9155000000000001,0.00485,0.0,0.602
892.0,0.911,0.00485,0.0,0.602
893.0,0.9125,0.00485,0.0,0.602
894.0,0.9139999999999999,0.00485,0.0,0.602
895.0,0.9165,0.00485,0.0,0.602
896.0,0.9189999999999999,0.00485,0.0,0.602
897.0,0.9065,0.00485,0.0,0.602
898.0,0.8939999999999999,0.00485,0.0,0.602
899.0,0.8915,0.00485,0.0,0.602
900.0,0.889,0.00485,0.0,0.602
