wave,Fobar,oza,ag,aw
689.0,1.4886972916666699,0.0303,0.5052,0.0013
690.0,1.49552875,0.0295,0.3604,0.0013
691.0,1.49049453608247,0.0287,0.325,0.0842
692.0,1.47931625,0.0278,0.248,0.1961
693.0,1.4790309375,0.027,0.1566,0.3173
694.0,1.48101166666667,0.0262,0.0678,0.4341
695.0,1.46442824742268,0.0254,0.0008,0.5299
696.0,1.47280625,0.0245,0.0,0.5878
697.0,1.467665,0.0238,0.0,0.6207
698.0,1.44994625,0.023,0.0,0.6373
699.0,1.4763125,0.0223,0.0,0.6359
700.0,1.46307041666667,0.0216,0.0,0.602
701.0,1.4443566666666698,0.0213964615384615,0.0,0.602
702.0,1.44235652631579,0.0211929230769231,0.0,0.602
703.0,1.4489771875,0.0209893846153846,0.0,0.602
704.0,1.458775625,0.0207858461538462,0.0,0.602
705.0,1.46114770833333,0.0205823076923077,0.0,0.602
706.0,1.44574,0.0203787692307692,0.0,0.602
707.0,1.4386640000000002,0.0201752307692308,0.0,0.602
708.0,1.4316200000000001,0.0199716923076923,0.0,0.602
709.0,1.41600778947368,0.0197681538461538,0.0,0.602
710.0,1.4214293750000002,0.0195646153846154,0.0,0.602
711.0,1.4065309375000001,0.0193610769230769,0.0,0.602
712.0,1.39412189473684,0.0191575384615385,0.0,0.602
713.0,1.392555,0.018954,0.0,0.602
714.0,1.39791263157895,0.0187504615384615,0.0,0.602
715.0,1.3830143750000001,0.0185469230769231,0.0,0.602
716.0,1.38829031578947,0.0183433846153846,0.0,0.602
717.0,1.39195916666667,0.0181398461538462,0.0,0.602
718.0,1.38237431578947,0.0179363076923077,0.0,0.602
719.0,1.3628016842105302,0.0177327692307692,0.0,0.602
720.0,1.37247431578947,0.0175292307692308,0.0,0.602
721.0,1.37052145833333,0.0173256923076923,0.0,0.602
722.0,1.37003736842105,0.0171221538461538,0.0,0.602
723.0,1.3702068421052598,0.0169186153846154,0.0,0.602
724.0,1.3719205263157899,0.0167150769230769,0.0,0.602
725.0,1.3632305263157902,0.0165115384615385,0.0,0.602
726.0,1.35853052631579,0.016308,0.0,0.602
727.0,1.35962105263158,0.0161044615384615,0.0,0.602
728.0,1.3429894736842098,0.0159009230769231,0.0,0.602
729.0,1.32276631578947,0.0156973846153846,0.0,0.602
730.0,1.34152947368421,0.0154938461538462,0.0,0.602
731.0,1.34487421052632,0.0152903076923077,0.0,0.602
732.0,1.34600263157895,0.0150867692307692,0.0,0.602
733.0,1.33756308510638,0.0148832307692308,0.0,0.602
